sales_order_number,order_date,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity,unit_price,net_revenue,unit_cost
AB-2026-14802,2026-03-11,Amazon,K-14428,Kreditkarte,JOG-CL-S-WEI,Jogger Classic,S,Weiss,1,64.9,64.9,19.5
AB-2026-14803,2026-03-10,Eigener Shop,K-13800,Kreditkarte,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,19.9,19.9,4.8
AB-2026-14804,2026-01-01,Amazon,K-13292,Vorkasse,CAP-LG-XL-SCH,Cap Logo,XL,Schwarz,1,24.9,24.9,6.0
AB-2026-14804,2026-01-01,Amazon,K-13292,Vorkasse,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-14805,2026-06-01,Eigener Shop,K-11010,PayPal,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,64.9,64.9,19.5
AB-2026-14805,2026-06-01,Eigener Shop,K-11010,PayPal,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-14806,2026-02-25,Eigener Shop,K-11915,Rechnungskauf,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,79.9,79.9,24.0
AB-2026-14806,2026-02-25,Eigener Shop,K-11915,Rechnungskauf,CAP-LG-S-SCH,Cap Logo,S,Schwarz,1,24.9,24.9,6.0
AB-2026-14807,2026-06-07,Eigener Shop,K-18499,Kreditkarte,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-14808,2026-04-16,Zalando,K-11747,Rechnungskauf,SOCK-3P-L-NAV,Sneaker Socken 3er-Pack,L,Navy,1,19.9,19.9,4.8
AB-2026-14809,2026-04-12,Eigener Shop,K-16933,Rechnungskauf,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,64.9,64.9,19.5
AB-2026-14810,2026-06-27,Zalando,K-10797,PayPal,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-14810,2026-06-27,Zalando,K-10797,PayPal,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-14811,2026-01-14,Eigener Shop,K-11516,PayPal,HOOD-ZP-M-NAV,Zip-Hoodie Heavy,M,Navy,1,89.9,89.9,28.0
AB-2026-14811,2026-01-14,Eigener Shop,K-11516,PayPal,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-14811,2026-01-14,Eigener Shop,K-11516,PayPal,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-14812,2026-01-20,Eigener Shop,K-18504,Kreditkarte,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,89.9,89.9,28.0
AB-2026-14813,2026-02-05,Eigener Shop,K-13450,Rechnungskauf,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-14814,2026-03-10,Eigener Shop,K-10838,Kreditkarte,CAP-LG-XS-OLI,Cap Logo,XS,Oliv,1,24.9,24.9,6.0
AB-2026-14814,2026-03-10,Eigener Shop,K-10838,Kreditkarte,CAP-LG-M-OLI,Cap Logo,M,Oliv,1,24.9,24.9,6.0
AB-2026-14815,2026-06-17,Eigener Shop,K-14375,Rechnungskauf,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,29.9,29.9,7.5
AB-2026-14816,2026-04-19,Amazon,K-19437,Vorkasse,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-14817,2026-05-20,Eigener Shop,K-12199,Rechnungskauf,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,29.9,29.9,7.5
AB-2026-14817,2026-05-20,Eigener Shop,K-12199,Rechnungskauf,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,69.9,69.9,21.0
AB-2026-14817,2026-05-20,Eigener Shop,K-12199,Rechnungskauf,TEE-OVS-XS-NAV,T-Shirt Oversized,XS,Navy,1,34.9,34.9,9.0
AB-2026-14818,2026-05-05,Eigener Shop,K-15918,Vorkasse,TEE-OVS-S-OLI,T-Shirt Oversized,S,Oliv,1,34.9,34.9,9.0
AB-2026-14819,2026-04-12,Amazon,K-11003,Vorkasse,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,79.9,79.9,24.0
AB-2026-14819,2026-04-12,Amazon,K-11003,Vorkasse,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,69.9,69.9,21.0
AB-2026-14820,2026-04-07,Eigener Shop,K-11369,PayPal,CAP-LG-XL-WEI,Cap Logo,XL,Weiss,1,24.9,24.9,6.0
AB-2026-14821,2026-01-09,Eigener Shop,K-18543,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-14821,2026-01-09,Eigener Shop,K-18543,PayPal,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,64.9,64.9,19.5
AB-2026-14822,2026-01-03,Eigener Shop,K-19505,Vorkasse,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-14823,2026-01-21,Eigener Shop,K-17295,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,29.9,29.9,7.5
AB-2026-14824,2026-06-11,Eigener Shop,K-15276,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,79.9,79.9,24.0
AB-2026-14824,2026-06-11,Eigener Shop,K-15276,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,64.9,64.9,19.5
AB-2026-14825,2026-04-18,Amazon,K-16373,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-14825,2026-04-18,Amazon,K-16373,PayPal,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-14825,2026-04-18,Amazon,K-16373,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-14826,2026-01-19,Amazon,K-19945,Kreditkarte,HOOD-CL-XL-SCH,Hoodie Classic,XL,Schwarz,1,69.9,69.9,21.0
AB-2026-14826,2026-01-19,Amazon,K-19945,Kreditkarte,SOCK-3P-XL-SCH,Sneaker Socken 3er-Pack,XL,Schwarz,1,19.9,19.9,4.8
AB-2026-14827,2026-02-19,Eigener Shop,K-12785,Rechnungskauf,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,79.9,79.9,24.0
AB-2026-14828,2026-01-18,Zalando,K-10337,Rechnungskauf,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,89.9,89.9,28.0
AB-2026-14829,2026-04-13,Zalando,K-15424,Rechnungskauf,CAP-LG-M-NAV,Cap Logo,M,Navy,1,24.9,24.9,6.0
AB-2026-14829,2026-04-13,Zalando,K-15424,Rechnungskauf,CAP-LG-S-NAV,Cap Logo,S,Navy,1,24.9,24.9,6.0
AB-2026-14830,2026-05-19,Zalando,K-18406,Vorkasse,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,64.9,64.9,19.5
AB-2026-14830,2026-05-19,Zalando,K-18406,Vorkasse,HOOD-ZP-M-SCH,Zip-Hoodie Heavy,M,Schwarz,1,89.9,89.9,28.0
AB-2026-14831,2026-03-17,Eigener Shop,K-15731,Rechnungskauf,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,29.9,29.9,7.5
AB-2026-14831,2026-03-17,Eigener Shop,K-15731,Rechnungskauf,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-14831,2026-03-17,Eigener Shop,K-15731,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,69.9,69.9,21.0
AB-2026-14832,2026-01-26,Amazon,K-12298,PayPal,HOOD-CL-L-WEI,Hoodie Classic,L,Weiss,1,69.9,69.9,21.0
AB-2026-14833,2026-02-15,Amazon,K-10737,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,64.9,64.9,19.5
AB-2026-14834,2026-05-11,Eigener Shop,K-19652,Vorkasse,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-14835,2026-02-27,Eigener Shop,K-11014,Vorkasse,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,19.9,19.9,4.8
AB-2026-14836,2026-01-28,Eigener Shop,K-19019,Kreditkarte,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,29.9,29.9,7.5
AB-2026-14836,2026-01-28,Eigener Shop,K-19019,Kreditkarte,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,64.9,64.9,19.5
AB-2026-14837,2026-04-29,Eigener Shop,K-16919,Rechnungskauf,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,69.9,69.9,21.0
AB-2026-14838,2026-01-07,Eigener Shop,K-10969,Rechnungskauf,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,19.9,19.9,4.8
AB-2026-14839,2026-05-11,Amazon,K-15263,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,79.9,79.9,24.0
AB-2026-14840,2026-04-18,Zalando,K-12001,PayPal,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,79.9,79.9,24.0
AB-2026-14840,2026-04-18,Zalando,K-12001,PayPal,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,69.9,69.9,21.0
AB-2026-14841,2026-02-15,Zalando,K-14115,PayPal,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,89.9,89.9,28.0
AB-2026-14841,2026-02-15,Zalando,K-14115,PayPal,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,34.9,34.9,9.0
AB-2026-14842,2026-05-31,Amazon,K-19742,Rechnungskauf,TEE-OVS-L-WEI,T-Shirt Oversized,L,Weiss,1,34.9,34.9,9.0
AB-2026-14843,2026-01-08,Eigener Shop,K-17642,Kreditkarte,TEE-OVS-XL-SCH,T-Shirt Oversized,XL,Schwarz,1,34.9,34.9,9.0
AB-2026-14843,2026-01-08,Eigener Shop,K-17642,Kreditkarte,CAP-LG-L-WEI,Cap Logo,L,Weiss,1,24.9,24.9,6.0
AB-2026-14844,2026-01-26,Eigener Shop,K-10396,Kreditkarte,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-14845,2026-06-01,Zalando,K-19959,Kreditkarte,SOCK-3P-XS-OLI,Sneaker Socken 3er-Pack,XS,Oliv,1,19.9,19.9,4.8
AB-2026-14845,2026-06-01,Zalando,K-19959,Kreditkarte,TEE-BAS-XL-SCH,T-Shirt Basic,XL,Schwarz,1,29.9,29.9,7.5
AB-2026-14845,2026-06-01,Zalando,K-19959,Kreditkarte,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-14846,2026-06-30,Eigener Shop,K-13239,Vorkasse,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,89.9,89.9,28.0
AB-2026-14847,2026-05-17,Eigener Shop,K-13156,Vorkasse,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,64.9,64.9,19.5
AB-2026-14847,2026-05-17,Eigener Shop,K-13156,Vorkasse,SOCK-3P-XL-NAV,Sneaker Socken 3er-Pack,XL,Navy,1,19.9,19.9,4.8
AB-2026-14848,2026-04-16,Eigener Shop,K-15947,Vorkasse,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,89.9,89.9,28.0
AB-2026-14848,2026-04-16,Eigener Shop,K-15947,Vorkasse,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-14849,2026-02-19,Eigener Shop,K-14932,Kreditkarte,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,89.9,89.9,28.0
AB-2026-14850,2026-02-04,Eigener Shop,K-19104,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-14850,2026-02-04,Eigener Shop,K-19104,PayPal,KLEID-PR-S-SCH,Sommerkleid Print,S,Schwarz,1,79.9,79.9,24.0
AB-2026-14851,2026-02-27,Zalando,K-19814,PayPal,SOCK-3P-M-SCH,Sneaker Socken 3er-Pack,M,Schwarz,1,19.9,19.9,4.8
AB-2026-14851,2026-02-27,Zalando,K-19814,PayPal,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,29.9,29.9,7.5
AB-2026-14852,2026-01-24,Amazon,K-10788,PayPal,TEE-OVS-L-SCH,T-Shirt Oversized,L,Schwarz,1,34.9,34.9,9.0
AB-2026-14852,2026-01-24,Amazon,K-10788,PayPal,SOCK-3P-XS-SCH,Sneaker Socken 3er-Pack,XS,Schwarz,1,19.9,19.9,4.8
AB-2026-14852,2026-01-24,Amazon,K-10788,PayPal,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,69.9,69.9,21.0
AB-2026-14853,2026-04-22,Zalando,K-11411,PayPal,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-14854,2026-03-24,Eigener Shop,K-13093,PayPal,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,89.9,89.9,28.0
AB-2026-14855,2026-06-30,Eigener Shop,K-10124,Rechnungskauf,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,89.9,89.9,28.0
AB-2026-14856,2026-04-28,Amazon,K-18643,Vorkasse,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,79.9,79.9,24.0
AB-2026-14857,2026-04-13,Eigener Shop,K-13638,Kreditkarte,SOCK-3P-XL-SCH,Sneaker Socken 3er-Pack,XL,Schwarz,1,19.9,19.9,4.8
AB-2026-14857,2026-04-13,Eigener Shop,K-13638,Kreditkarte,KLEID-PR-M-NAV,Sommerkleid Print,M,Navy,1,79.9,79.9,24.0
AB-2026-14858,2026-03-07,Amazon,K-13024,Kreditkarte,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,24.9,24.9,6.0
AB-2026-14858,2026-03-07,Amazon,K-13024,Kreditkarte,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-14859,2026-04-28,Eigener Shop,K-19145,Kreditkarte,HOOD-ZP-XS-NAV,Zip-Hoodie Heavy,XS,Navy,1,89.9,89.9,28.0
AB-2026-14859,2026-04-28,Eigener Shop,K-19145,Kreditkarte,SOCK-3P-XL-OLI,Sneaker Socken 3er-Pack,XL,Oliv,1,19.9,19.9,4.8
AB-2026-14859,2026-04-28,Eigener Shop,K-19145,Kreditkarte,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,79.9,79.9,24.0
AB-2026-14860,2026-01-08,Amazon,K-14909,PayPal,SOCK-3P-M-NAV,Sneaker Socken 3er-Pack,M,Navy,1,19.9,19.9,4.8
AB-2026-14860,2026-01-08,Amazon,K-14909,PayPal,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,79.9,79.9,24.0
AB-2026-14861,2026-06-12,Eigener Shop,K-19184,Vorkasse,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,34.9,34.9,9.0
AB-2026-14862,2026-05-18,Eigener Shop,K-11164,Kreditkarte,JOG-CL-L-WEI,Jogger Classic,L,Weiss,1,64.9,64.9,19.5
AB-2026-14863,2026-03-03,Amazon,K-14637,PayPal,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,89.9,89.9,28.0
AB-2026-14864,2026-01-15,Eigener Shop,K-11721,Kreditkarte,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,79.9,79.9,24.0
AB-2026-14864,2026-01-15,Eigener Shop,K-11721,Kreditkarte,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,79.9,79.9,24.0
AB-2026-14865,2026-01-10,Zalando,K-14906,PayPal,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,89.9,89.9,28.0
AB-2026-14866,2026-01-06,Eigener Shop,K-12402,PayPal,KLEID-PR-S-OLI,Sommerkleid Print,S,Oliv,1,79.9,79.9,24.0
AB-2026-14866,2026-01-06,Eigener Shop,K-12402,PayPal,HOOD-CL-S-WEI,Hoodie Classic,S,Weiss,1,69.9,69.9,21.0
AB-2026-14867,2026-02-05,Eigener Shop,K-17497,PayPal,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,19.9,19.9,4.8
AB-2026-14868,2026-06-22,Eigener Shop,K-18433,PayPal,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,34.9,34.9,9.0
AB-2026-14869,2026-06-01,Zalando,K-14957,Rechnungskauf,SOCK-3P-L-SCH,Sneaker Socken 3er-Pack,L,Schwarz,1,19.9,19.9,4.8
AB-2026-14870,2026-05-03,Amazon,K-13241,Vorkasse,CAP-LG-S-OLI,Cap Logo,S,Oliv,1,24.9,24.9,6.0
AB-2026-14870,2026-05-03,Amazon,K-13241,Vorkasse,HOOD-ZP-XS-SCH,Zip-Hoodie Heavy,XS,Schwarz,1,89.9,89.9,28.0
AB-2026-14871,2026-06-23,Amazon,K-10743,Rechnungskauf,CAP-LG-S-OLI,Cap Logo,S,Oliv,1,24.9,24.9,6.0
AB-2026-14872,2026-06-11,Amazon,K-16045,Vorkasse,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,24.9,24.9,6.0
AB-2026-14873,2026-04-08,Eigener Shop,K-18621,Vorkasse,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
AB-2026-14873,2026-04-08,Eigener Shop,K-18621,Vorkasse,KLEID-PR-XL-NAV,Sommerkleid Print,XL,Navy,1,79.9,79.9,24.0
AB-2026-14874,2026-01-06,Amazon,K-13645,Rechnungskauf,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,34.9,34.9,9.0
AB-2026-14875,2026-03-16,Eigener Shop,K-14459,Rechnungskauf,TEE-OVS-XL-NAV,T-Shirt Oversized,XL,Navy,1,34.9,34.9,9.0
AB-2026-14876,2026-03-06,Eigener Shop,K-15501,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,64.9,64.9,19.5
AB-2026-14876,2026-03-06,Eigener Shop,K-15501,Rechnungskauf,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-14877,2026-04-17,Zalando,K-10087,PayPal,JOG-CL-S-NAV,Jogger Classic,S,Navy,1,64.9,64.9,19.5
AB-2026-14877,2026-04-17,Zalando,K-10087,PayPal,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,69.9,69.9,21.0
AB-2026-14878,2026-05-13,Amazon,K-14376,Rechnungskauf,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,29.9,29.9,7.5
AB-2026-14879,2026-06-16,Eigener Shop,K-17546,Vorkasse,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-14880,2026-06-19,Eigener Shop,K-13157,Rechnungskauf,HOOD-ZP-XL-NAV,Zip-Hoodie Heavy,XL,Navy,1,89.9,89.9,28.0
AB-2026-14881,2026-04-03,Amazon,K-11042,Vorkasse,CAP-LG-L-OLI,Cap Logo,L,Oliv,1,24.9,24.9,6.0
AB-2026-14882,2026-05-03,Eigener Shop,K-17282,PayPal,KLEID-PR-XS-WEI,Sommerkleid Print,XS,Weiss,1,79.9,79.9,24.0
AB-2026-14882,2026-05-03,Eigener Shop,K-17282,PayPal,JOG-CL-M-SCH,Jogger Classic,M,Schwarz,1,64.9,64.9,19.5
AB-2026-14883,2026-05-27,Eigener Shop,K-17947,PayPal,JOG-CL-XL-NAV,Jogger Classic,XL,Navy,1,64.9,64.9,19.5
AB-2026-14884,2026-06-09,Amazon,K-15247,Vorkasse,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,69.9,69.9,21.0
AB-2026-14885,2026-05-25,Eigener Shop,K-16545,PayPal,TEE-OVS-M-NAV,T-Shirt Oversized,M,Navy,1,34.9,34.9,9.0
AB-2026-14885,2026-05-25,Eigener Shop,K-16545,PayPal,KLEID-PR-XL-WEI,Sommerkleid Print,XL,Weiss,1,79.9,79.9,24.0
AB-2026-14885,2026-05-25,Eigener Shop,K-16545,PayPal,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,34.9,34.9,9.0
AB-2026-14886,2026-04-08,Eigener Shop,K-10214,PayPal,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,79.9,79.9,24.0
AB-2026-14887,2026-05-23,Eigener Shop,K-19388,Kreditkarte,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,29.9,29.9,7.5
AB-2026-14888,2026-03-30,Eigener Shop,K-12291,PayPal,TEE-BAS-L-WEI,T-Shirt Basic,L,Weiss,1,29.9,29.9,7.5
AB-2026-14888,2026-03-30,Eigener Shop,K-12291,PayPal,CAP-LG-XS-SCH,Cap Logo,XS,Schwarz,1,24.9,24.9,6.0
AB-2026-14888,2026-03-30,Eigener Shop,K-12291,PayPal,CAP-LG-XS-WEI,Cap Logo,XS,Weiss,1,24.9,24.9,6.0
AB-2026-14889,2026-05-18,Amazon,K-13884,PayPal,SOCK-3P-L-WEI,Sneaker Socken 3er-Pack,L,Weiss,1,19.9,19.9,4.8
AB-2026-14890,2026-03-03,Amazon,K-19152,Vorkasse,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,79.9,79.9,24.0
AB-2026-14890,2026-03-03,Amazon,K-19152,Vorkasse,CAP-LG-L-OLI,Cap Logo,L,Oliv,1,24.9,24.9,6.0
AB-2026-14890,2026-03-03,Amazon,K-19152,Vorkasse,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-14891,2026-02-10,Amazon,K-16908,Rechnungskauf,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,69.9,69.9,21.0
AB-2026-14892,2026-05-06,Eigener Shop,K-15067,PayPal,CAP-LG-XS-NAV,Cap Logo,XS,Navy,1,24.9,24.9,6.0
AB-2026-14892,2026-05-06,Eigener Shop,K-15067,PayPal,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,64.9,64.9,19.5
AB-2026-14893,2026-01-20,Eigener Shop,K-13667,Kreditkarte,HOOD-CL-XS-SCH,Hoodie Classic,XS,Schwarz,1,69.9,69.9,21.0
AB-2026-14893,2026-01-20,Eigener Shop,K-13667,Kreditkarte,TEE-BAS-XS-NAV,T-Shirt Basic,XS,Navy,1,29.9,29.9,7.5
AB-2026-14894,2026-02-25,Eigener Shop,K-11977,Kreditkarte,TEE-BAS-XS-SCH,T-Shirt Basic,XS,Schwarz,1,29.9,29.9,7.5
AB-2026-14894,2026-02-25,Eigener Shop,K-11977,Kreditkarte,TEE-BAS-M-SCH,T-Shirt Basic,M,Schwarz,1,29.9,29.9,7.5
AB-2026-14894,2026-02-25,Eigener Shop,K-11977,Kreditkarte,SOCK-3P-L-OLI,Sneaker Socken 3er-Pack,L,Oliv,1,19.9,19.9,4.8
AB-2026-14894,2026-02-25,Eigener Shop,K-11977,Kreditkarte,SOCK-3P-XL-OLI,Sneaker Socken 3er-Pack,XL,Oliv,1,19.9,19.9,4.8
AB-2026-14895,2026-04-07,Zalando,K-16050,Kreditkarte,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,24.9,24.9,6.0
AB-2026-14896,2026-03-18,Zalando,K-11515,Rechnungskauf,SOCK-3P-S-WEI,Sneaker Socken 3er-Pack,S,Weiss,1,19.9,19.9,4.8
AB-2026-14896,2026-03-18,Zalando,K-11515,Rechnungskauf,SOCK-3P-S-SCH,Sneaker Socken 3er-Pack,S,Schwarz,1,19.9,19.9,4.8
AB-2026-14896,2026-03-18,Zalando,K-11515,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,64.9,64.9,19.5
AB-2026-14897,2026-05-14,Amazon,K-15602,Kreditkarte,SOCK-3P-S-OLI,Sneaker Socken 3er-Pack,S,Oliv,1,19.9,19.9,4.8
AB-2026-14898,2026-02-24,Eigener Shop,K-19002,Rechnungskauf,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,79.9,79.9,24.0
AB-2026-14899,2026-06-17,Eigener Shop,K-11291,Rechnungskauf,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,89.9,89.9,28.0
AB-2026-14899,2026-06-17,Eigener Shop,K-11291,Rechnungskauf,KLEID-PR-L-NAV,Sommerkleid Print,L,Navy,1,79.9,79.9,24.0
AB-2026-14899,2026-06-17,Eigener Shop,K-11291,Rechnungskauf,SOCK-3P-XL-SCH,Sneaker Socken 3er-Pack,XL,Schwarz,1,19.9,19.9,4.8
AB-2026-14900,2026-05-31,Eigener Shop,K-14137,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,64.9,64.9,19.5
AB-2026-14900,2026-05-31,Eigener Shop,K-14137,Rechnungskauf,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,69.9,69.9,21.0
AB-2026-14901,2026-03-03,Eigener Shop,K-11137,PayPal,CAP-LG-S-NAV,Cap Logo,S,Navy,1,24.9,24.9,6.0
AB-2026-14902,2026-02-09,Zalando,K-18477,PayPal,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,89.9,89.9,28.0
AB-2026-14903,2026-04-19,Eigener Shop,K-13788,Rechnungskauf,TEE-OVS-XL-OLI,T-Shirt Oversized,XL,Oliv,1,34.9,34.9,9.0
AB-2026-14904,2026-06-19,Amazon,K-12641,Rechnungskauf,TEE-BAS-S-NAV,T-Shirt Basic,S,Navy,1,29.9,29.9,7.5
AB-2026-14904,2026-06-19,Amazon,K-12641,Rechnungskauf,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,29.9,29.9,7.5
AB-2026-14904,2026-06-19,Amazon,K-12641,Rechnungskauf,CAP-LG-L-NAV,Cap Logo,L,Navy,1,24.9,24.9,6.0
AB-2026-14905,2026-05-09,Eigener Shop,K-11072,PayPal,CAP-LG-M-SCH,Cap Logo,M,Schwarz,1,24.9,24.9,6.0
AB-2026-14906,2026-02-07,Eigener Shop,K-14788,Kreditkarte,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,79.9,79.9,24.0
AB-2026-14907,2026-02-05,Eigener Shop,K-16500,Rechnungskauf,CAP-LG-XL-NAV,Cap Logo,XL,Navy,1,24.9,24.9,6.0
AB-2026-14908,2026-06-10,Eigener Shop,K-18695,PayPal,SOCK-3P-XS-WEI,Sneaker Socken 3er-Pack,XS,Weiss,1,19.9,19.9,4.8
AB-2026-14908,2026-06-10,Eigener Shop,K-18695,PayPal,CAP-LG-M-WEI,Cap Logo,M,Weiss,1,24.9,24.9,6.0
AB-2026-14909,2026-05-13,Eigener Shop,K-18403,Kreditkarte,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,64.9,64.9,19.5
AB-2026-14910,2026-02-16,Eigener Shop,K-13978,Kreditkarte,HOOD-ZP-S-NAV,Zip-Hoodie Heavy,S,Navy,1,89.9,89.9,28.0
AB-2026-14911,2026-04-22,Eigener Shop,K-17590,PayPal,JOG-CL-L-NAV,Jogger Classic,L,Navy,1,64.9,64.9,19.5
