return_number,return_date,status,progress,sales_order_number,channel,customer_number,payment_method,product_number,product_name,variant_size,variant_color,quantity_returned,return_reason,return_reason_category,refund_amount,return_type
RT-2026-5205,2026-04-24,freigegeben,eingegangen,AB-2026-13903,Amazon,K-14568,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5206,2026-04-29,freigegeben,eingegangen,AB-2026-13903,Amazon,K-14568,PayPal,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5207,2026-05-30,freigegeben,eingegangen,AB-2026-13909,Eigener Shop,K-11978,Vorkasse,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,Beschaedigt angekommen,Ersatzlieferung,89.9,kundenretoure
RT-2026-5208,2026-05-02,freigegeben,eingegangen,AB-2026-13911,Zalando,K-14249,Rechnungskauf,SOCK-3P-S-WEI,Sneaker Socken 3er-Pack,S,Weiss,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-5209,2026-05-26,freigegeben,eingegangen,AB-2026-13919,Eigener Shop,K-19522,Vorkasse,TEE-OVS-M-OLI,T-Shirt Oversized,M,Oliv,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5210,2026-02-15,freigegeben,eingegangen,AB-2026-13924,Eigener Shop,K-19112,PayPal,TEE-BAS-L-SCH,T-Shirt Basic,L,Schwarz,1,Falscher Artikel,Ersatzlieferung,29.9,kundenretoure
RT-2026-5211,2026-04-21,freigegeben,eingegangen,AB-2026-13933,Amazon,K-10250,Rechnungskauf,HOOD-CL-S-OLI,Hoodie Classic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,69.9,kundenretoure
RT-2026-5212,2026-05-09,freigegeben,eingegangen,AB-2026-13935,Eigener Shop,K-15048,Kreditkarte,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-5213,2026-07-05,freigegeben,eingegangen,AB-2026-13945,Eigener Shop,K-10993,Rechnungskauf,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5214,2026-06-20,freigegeben,eingegangen,AB-2026-13952,Zalando,K-15938,Kreditkarte,HOOD-ZP-XS-WEI,Zip-Hoodie Heavy,XS,Weiss,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-5215,2026-02-26,freigegeben,eingegangen,AB-2026-13954,Eigener Shop,K-13651,Kreditkarte,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,64.9,kundenretoure
RT-2026-5216,2026-04-17,freigegeben,eingegangen,AB-2026-13958,Amazon,K-19802,PayPal,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5217,2026-03-08,freigegeben,eingegangen,AB-2026-13967,Eigener Shop,K-18022,Rechnungskauf,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-5218,2026-04-15,freigegeben,eingegangen,AB-2026-13976,Amazon,K-14593,Vorkasse,HOOD-ZP-M-OLI,Zip-Hoodie Heavy,M,Oliv,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5219,2026-05-10,freigegeben,eingegangen,AB-2026-13979,Eigener Shop,K-19557,PayPal,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5220,2026-01-21,freigegeben,eingegangen,AB-2026-13981,Eigener Shop,K-10932,PayPal,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5221,2026-05-17,freigegeben,eingegangen,AB-2026-13982,Eigener Shop,K-16231,Rechnungskauf,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Zu gross,Gutschrift,69.9,kundenretoure
RT-2026-5222,2026-06-20,freigegeben,eingegangen,AB-2026-13983,Eigener Shop,K-17252,Kreditkarte,HOOD-CL-M-NAV,Hoodie Classic,M,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5223,2026-05-21,freigegeben,eingegangen,AB-2026-13996,Eigener Shop,K-13138,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5224,2026-05-22,freigegeben,eingegangen,AB-2026-13996,Eigener Shop,K-13138,PayPal,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5225,2026-05-05,freigegeben,eingegangen,AB-2026-13999,Eigener Shop,K-14110,Rechnungskauf,KLEID-PR-XS-SCH,Sommerkleid Print,XS,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-5226,2026-03-04,freigegeben,eingegangen,AB-2026-14000,Zalando,K-17537,PayPal,CAP-LG-S-WEI,Cap Logo,S,Weiss,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5227,2026-07-06,freigegeben,eingegangen,AB-2026-14013,Eigener Shop,K-10253,Rechnungskauf,JOG-CL-S-OLI,Jogger Classic,S,Oliv,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5228,2026-02-16,freigegeben,eingegangen,AB-2026-14014,Eigener Shop,K-10464,PayPal,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5229,2026-02-15,freigegeben,eingegangen,AB-2026-14014,Eigener Shop,K-10464,PayPal,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5230,2026-03-06,freigegeben,eingegangen,AB-2026-14023,Amazon,K-13802,Kreditkarte,KLEID-PR-L-OLI,Sommerkleid Print,L,Oliv,1,Gefaellt nicht,Gutschrift,79.9,kundenretoure
RT-2026-5231,2026-05-18,freigegeben,eingegangen,AB-2026-14024,Amazon,K-17451,PayPal,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5232,2026-03-04,freigegeben,eingegangen,AB-2026-14029,Amazon,K-16194,PayPal,TEE-BAS-M-OLI,T-Shirt Basic,M,Oliv,1,Gefaellt nicht,Gutschrift,29.9,kundenretoure
RT-2026-5233,2026-04-16,freigegeben,eingegangen,AB-2026-14030,Eigener Shop,K-12135,PayPal,TEE-BAS-L-NAV,T-Shirt Basic,L,Navy,1,,Sonstiges,29.9,nicht_abgeholt
RT-2026-5234,2026-01-31,freigegeben,eingegangen,AB-2026-14035,Amazon,K-19096,Kreditkarte,HOOD-CL-L-SCH,Hoodie Classic,L,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5235,2026-02-25,freigegeben,eingegangen,AB-2026-14037,Eigener Shop,K-11249,PayPal,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5236,2026-06-03,freigegeben,eingegangen,AB-2026-14040,Zalando,K-19622,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Zu spaet geliefert,Gutschrift,64.9,kundenretoure
RT-2026-5237,2026-04-23,freigegeben,eingegangen,AB-2026-14049,Eigener Shop,K-16793,PayPal,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5238,2026-06-26,freigegeben,eingegangen,AB-2026-14052,Zalando,K-14367,Rechnungskauf,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,Zu klein,Gutschrift,34.9,kundenretoure
RT-2026-5239,2026-01-25,freigegeben,eingegangen,AB-2026-14055,Eigener Shop,K-14384,PayPal,HOOD-ZP-L-NAV,Zip-Hoodie Heavy,L,Navy,1,Zu spaet geliefert,Gutschrift,89.9,kundenretoure
RT-2026-5240,2026-01-15,freigegeben,eingegangen,AB-2026-14055,Eigener Shop,K-14384,PayPal,HOOD-ZP-XS-OLI,Zip-Hoodie Heavy,XS,Oliv,1,Nicht mehr benoetigt,Gutschrift,89.9,kundenretoure
RT-2026-5241,2026-02-19,freigegeben,eingegangen,AB-2026-14055,Eigener Shop,K-14384,PayPal,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-5242,2026-05-21,freigegeben,eingegangen,AB-2026-14057,Amazon,K-15358,Vorkasse,CAP-LG-S-NAV,Cap Logo,S,Navy,1,Zu spaet geliefert,Gutschrift,24.9,kundenretoure
RT-2026-5243,2026-04-07,freigegeben,eingegangen,AB-2026-14058,Eigener Shop,K-13274,Kreditkarte,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5244,2026-02-28,freigegeben,eingegangen,AB-2026-14058,Eigener Shop,K-13274,Kreditkarte,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-5245,2026-01-29,freigegeben,eingegangen,AB-2026-14061,Amazon,K-14893,Kreditkarte,HOOD-ZP-L-WEI,Zip-Hoodie Heavy,L,Weiss,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-5246,2026-02-25,freigegeben,eingegangen,AB-2026-14064,Eigener Shop,K-18230,Rechnungskauf,TEE-BAS-XS-OLI,T-Shirt Basic,XS,Oliv,1,Mangelhafte Qualitaet,Gutschrift,29.9,kundenretoure
RT-2026-5247,2026-03-08,freigegeben,eingegangen,AB-2026-14068,Eigener Shop,K-12461,Rechnungskauf,HOOD-CL-XS-WEI,Hoodie Classic,XS,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5248,2026-03-19,freigegeben,eingegangen,AB-2026-14068,Eigener Shop,K-12461,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,Mangelhafte Qualitaet,Gutschrift,79.9,kundenretoure
RT-2026-5249,2026-05-10,freigegeben,eingegangen,AB-2026-14071,Eigener Shop,K-18169,PayPal,HOOD-CL-L-OLI,Hoodie Classic,L,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5250,2026-01-31,freigegeben,eingegangen,AB-2026-14072,Eigener Shop,K-15342,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5251,2026-02-22,freigegeben,eingegangen,AB-2026-14074,Eigener Shop,K-19701,Rechnungskauf,KLEID-PR-XS-NAV,Sommerkleid Print,XS,Navy,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5252,2026-04-11,freigegeben,eingegangen,AB-2026-14079,Eigener Shop,K-18536,Kreditkarte,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5253,2026-04-09,freigegeben,eingegangen,AB-2026-14081,Eigener Shop,K-15653,PayPal,TEE-BAS-XL-WEI,T-Shirt Basic,XL,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,29.9,kundenretoure
RT-2026-5254,2026-04-24,freigegeben,eingegangen,AB-2026-14081,Eigener Shop,K-15653,PayPal,TEE-BAS-S-OLI,T-Shirt Basic,S,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,29.9,kundenretoure
RT-2026-5255,2026-07-27,freigegeben,eingegangen,AB-2026-14089,Eigener Shop,K-19522,Rechnungskauf,SOCK-3P-S-NAV,Sneaker Socken 3er-Pack,S,Navy,1,Falscher Artikel,Ersatzlieferung,19.9,kundenretoure
RT-2026-5256,2026-05-22,freigegeben,eingegangen,AB-2026-14094,Eigener Shop,K-17580,Vorkasse,JOG-CL-XL-WEI,Jogger Classic,XL,Weiss,1,Zu gross,Gutschrift,64.9,kundenretoure
RT-2026-5257,2026-05-05,freigegeben,eingegangen,AB-2026-14097,Eigener Shop,K-19353,Rechnungskauf,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,Zu klein,Gutschrift,89.9,kundenretoure
RT-2026-5258,2026-03-13,freigegeben,eingegangen,AB-2026-14101,Amazon,K-15137,Kreditkarte,HOOD-ZP-S-OLI,Zip-Hoodie Heavy,S,Oliv,1,Zu gross,Gutschrift,89.9,kundenretoure
RT-2026-5259,2026-02-01,freigegeben,eingegangen,AB-2026-14112,Zalando,K-17317,Vorkasse,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5260,2026-03-27,freigegeben,eingegangen,AB-2026-14114,Eigener Shop,K-17228,Rechnungskauf,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5261,2026-03-31,freigegeben,eingegangen,AB-2026-14115,Eigener Shop,K-16359,Rechnungskauf,KLEID-PR-M-OLI,Sommerkleid Print,M,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,79.9,kundenretoure
RT-2026-5262,2026-04-15,freigegeben,eingegangen,AB-2026-14127,Amazon,K-13580,Rechnungskauf,HOOD-ZP-L-OLI,Zip-Hoodie Heavy,L,Oliv,1,,Sonstiges,89.9,nicht_abgeholt
RT-2026-5263,2026-04-26,freigegeben,eingegangen,AB-2026-14128,Zalando,K-15230,Rechnungskauf,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5264,2026-01-10,freigegeben,eingegangen,AB-2026-14136,Eigener Shop,K-19676,Kreditkarte,HOOD-CL-XL-WEI,Hoodie Classic,XL,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5265,2026-03-09,freigegeben,eingegangen,AB-2026-14139,Amazon,K-15539,PayPal,JOG-CL-XS-OLI,Jogger Classic,XS,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-5266,2026-06-11,freigegeben,eingegangen,AB-2026-14146,Eigener Shop,K-19919,PayPal,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,79.9,kundenretoure
RT-2026-5267,2026-03-16,freigegeben,eingegangen,AB-2026-14153,Zalando,K-17546,Vorkasse,HOOD-CL-S-NAV,Hoodie Classic,S,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5268,2026-05-19,freigegeben,eingegangen,AB-2026-14157,Eigener Shop,K-18223,Kreditkarte,SOCK-3P-XL-WEI,Sneaker Socken 3er-Pack,XL,Weiss,1,Entspricht nicht dem Foto,Gutschrift,19.9,kundenretoure
RT-2026-5269,2026-06-05,freigegeben,eingegangen,AB-2026-14158,Eigener Shop,K-10934,Kreditkarte,TEE-OVS-XS-WEI,T-Shirt Oversized,XS,Weiss,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-5270,2026-06-17,freigegeben,eingegangen,AB-2026-14160,Eigener Shop,K-10223,Rechnungskauf,KLEID-PR-XS-OLI,Sommerkleid Print,XS,Oliv,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5271,2026-02-10,freigegeben,eingegangen,AB-2026-14161,Zalando,K-12232,Rechnungskauf,CAP-LG-XS-WEI,Cap Logo,XS,Weiss,1,Gefaellt nicht,Gutschrift,24.9,kundenretoure
RT-2026-5272,2026-04-16,freigegeben,eingegangen,AB-2026-14165,Eigener Shop,K-12399,Vorkasse,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5273,2026-05-08,freigegeben,eingegangen,AB-2026-14175,Eigener Shop,K-17169,PayPal,JOG-CL-M-WEI,Jogger Classic,M,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,64.9,kundenretoure
RT-2026-5274,2026-04-12,freigegeben,eingegangen,AB-2026-14177,Eigener Shop,K-14629,Rechnungskauf,HOOD-ZP-S-SCH,Zip-Hoodie Heavy,S,Schwarz,1,Zu gross,Gutschrift,89.9,kundenretoure
RT-2026-5275,2026-03-06,freigegeben,eingegangen,AB-2026-14178,Eigener Shop,K-15816,Kreditkarte,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,Beschaedigt angekommen,Ersatzlieferung,29.9,kundenretoure
RT-2026-5276,2026-05-02,freigegeben,eingegangen,AB-2026-14180,Eigener Shop,K-19345,Rechnungskauf,HOOD-CL-S-SCH,Hoodie Classic,S,Schwarz,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5277,2026-04-22,freigegeben,eingegangen,AB-2026-14194,Eigener Shop,K-15783,Rechnungskauf,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-5278,2026-04-29,freigegeben,eingegangen,AB-2026-14195,Eigener Shop,K-14739,Kreditkarte,HOOD-CL-XL-NAV,Hoodie Classic,XL,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5279,2026-03-27,freigegeben,eingegangen,AB-2026-14195,Eigener Shop,K-14739,Kreditkarte,HOOD-CL-M-SCH,Hoodie Classic,M,Schwarz,1,Gefaellt nicht,Gutschrift,69.9,kundenretoure
RT-2026-5280,2026-02-15,freigegeben,eingegangen,AB-2026-14198,Eigener Shop,K-19014,PayPal,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5281,2026-06-08,freigegeben,eingegangen,AB-2026-14202,Amazon,K-14859,Vorkasse,TEE-BAS-XL-NAV,T-Shirt Basic,XL,Navy,1,Nicht mehr benoetigt,Gutschrift,29.9,kundenretoure
RT-2026-5282,2026-04-10,freigegeben,eingegangen,AB-2026-14204,Eigener Shop,K-16107,Vorkasse,HOOD-ZP-XL-OLI,Zip-Hoodie Heavy,XL,Oliv,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5283,2026-06-10,freigegeben,eingegangen,AB-2026-14206,Eigener Shop,K-11321,Vorkasse,JOG-CL-S-SCH,Jogger Classic,S,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5284,2026-02-08,freigegeben,eingegangen,AB-2026-14208,Amazon,K-19886,Rechnungskauf,HOOD-ZP-L-SCH,Zip-Hoodie Heavy,L,Schwarz,1,Mangelhafte Qualitaet,Gutschrift,89.9,kundenretoure
RT-2026-5285,2026-02-26,freigegeben,eingegangen,AB-2026-14210,Zalando,K-19057,Kreditkarte,TEE-OVS-XS-OLI,T-Shirt Oversized,XS,Oliv,1,,Sonstiges,34.9,nicht_abgeholt
RT-2026-5286,2026-03-24,freigegeben,eingegangen,AB-2026-14219,Amazon,K-16044,Rechnungskauf,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5287,2026-07-11,freigegeben,eingegangen,AB-2026-14222,Zalando,K-19780,PayPal,HOOD-ZP-XL-WEI,Zip-Hoodie Heavy,XL,Weiss,1,Gefaellt nicht,Gutschrift,89.9,kundenretoure
RT-2026-5288,2026-05-03,freigegeben,eingegangen,AB-2026-14233,Eigener Shop,K-10329,PayPal,JOG-CL-XS-NAV,Jogger Classic,XS,Navy,1,Zu klein,Gutschrift,64.9,kundenretoure
RT-2026-5289,2026-01-31,freigegeben,eingegangen,AB-2026-14236,Eigener Shop,K-11849,PayPal,JOG-CL-M-OLI,Jogger Classic,M,Oliv,1,Mangelhafte Qualitaet,Gutschrift,64.9,kundenretoure
RT-2026-5290,2026-04-01,freigegeben,eingegangen,AB-2026-14240,Amazon,K-10324,Kreditkarte,TEE-OVS-XL-WEI,T-Shirt Oversized,XL,Weiss,1,Zu gross,Gutschrift,34.9,kundenretoure
RT-2026-5291,2026-02-22,freigegeben,eingegangen,AB-2026-14242,Eigener Shop,K-19222,PayPal,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,Zu spaet geliefert,Gutschrift,34.9,kundenretoure
RT-2026-5292,2026-02-13,freigegeben,eingegangen,AB-2026-14244,Zalando,K-10423,Vorkasse,HOOD-CL-M-OLI,Hoodie Classic,M,Oliv,1,Entspricht nicht dem Foto,Gutschrift,69.9,kundenretoure
RT-2026-5293,2026-03-25,freigegeben,eingegangen,AB-2026-14245,Eigener Shop,K-10442,Rechnungskauf,SOCK-3P-M-OLI,Sneaker Socken 3er-Pack,M,Oliv,1,Gefaellt nicht,Gutschrift,19.9,kundenretoure
RT-2026-5294,2026-02-27,freigegeben,eingegangen,AB-2026-14248,Eigener Shop,K-15944,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5295,2026-07-05,freigegeben,eingegangen,AB-2026-14253,Zalando,K-13090,Rechnungskauf,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,,Sonstiges,19.9,nicht_abgeholt
RT-2026-5296,2026-03-20,freigegeben,eingegangen,AB-2026-14256,Amazon,K-15881,Kreditkarte,TEE-BAS-M-NAV,T-Shirt Basic,M,Navy,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-5297,2026-06-06,freigegeben,eingegangen,AB-2026-14257,Eigener Shop,K-19738,Rechnungskauf,TEE-OVS-M-SCH,T-Shirt Oversized,M,Schwarz,1,Gefaellt nicht,Gutschrift,34.9,kundenretoure
RT-2026-5298,2026-03-30,freigegeben,eingegangen,AB-2026-14262,Eigener Shop,K-13341,Rechnungskauf,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-5299,2026-03-08,freigegeben,eingegangen,AB-2026-14265,Zalando,K-18174,Rechnungskauf,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5300,2026-05-11,freigegeben,eingegangen,AB-2026-14267,Eigener Shop,K-15386,PayPal,HOOD-CL-M-WEI,Hoodie Classic,M,Weiss,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5301,2026-04-17,freigegeben,eingegangen,AB-2026-14268,Eigener Shop,K-17038,PayPal,KLEID-PR-XL-OLI,Sommerkleid Print,XL,Oliv,1,Beschaedigt angekommen,Ersatzlieferung,79.9,kundenretoure
RT-2026-5302,2026-03-26,freigegeben,eingegangen,AB-2026-14272,Eigener Shop,K-17333,Rechnungskauf,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5303,2026-04-09,freigegeben,eingegangen,AB-2026-14277,Eigener Shop,K-10337,Kreditkarte,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5304,2026-02-14,freigegeben,eingegangen,AB-2026-14293,Zalando,K-10442,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5305,2026-03-03,freigegeben,eingegangen,AB-2026-14293,Zalando,K-10442,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,Zu klein,Gutschrift,79.9,kundenretoure
RT-2026-5306,2026-04-30,freigegeben,eingegangen,AB-2026-14305,Zalando,K-14549,PayPal,CAP-LG-XL-OLI,Cap Logo,XL,Oliv,1,Falscher Artikel,Ersatzlieferung,24.9,kundenretoure
RT-2026-5307,2026-04-10,freigegeben,eingegangen,AB-2026-14308,Eigener Shop,K-19406,Rechnungskauf,KLEID-PR-S-WEI,Sommerkleid Print,S,Weiss,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5307,2026-04-10,freigegeben,eingegangen,AB-2026-14308,Eigener Shop,K-19406,Rechnungskauf,KLEID-PR-L-WEI,Sommerkleid Print,L,Weiss,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5308,2026-07-11,freigegeben,eingegangen,AB-2026-14311,Amazon,K-13463,Rechnungskauf,JOG-CL-XS-WEI,Jogger Classic,XS,Weiss,1,,Sonstiges,64.9,nicht_abgeholt
RT-2026-5309,2026-05-11,freigegeben,eingegangen,AB-2026-14317,Eigener Shop,K-19200,Rechnungskauf,HOOD-CL-XS-OLI,Hoodie Classic,XS,Oliv,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5310,2026-05-10,freigegeben,eingegangen,AB-2026-14317,Eigener Shop,K-19200,Rechnungskauf,TEE-OVS-L-OLI,T-Shirt Oversized,L,Oliv,1,Nicht mehr benoetigt,Gutschrift,34.9,kundenretoure
RT-2026-5311,2026-04-23,freigegeben,eingegangen,AB-2026-14325,Eigener Shop,K-10823,PayPal,KLEID-PR-M-SCH,Sommerkleid Print,M,Schwarz,1,Farbe weicht ab,Gutschrift,79.9,kundenretoure
RT-2026-5312,2026-07-28,freigegeben,eingegangen,AB-2026-14326,Amazon,K-11135,Rechnungskauf,KLEID-PR-M-WEI,Sommerkleid Print,M,Weiss,1,Entspricht nicht dem Foto,Gutschrift,79.9,kundenretoure
RT-2026-5313,2026-07-04,freigegeben,eingegangen,AB-2026-14332,Eigener Shop,K-14324,Vorkasse,SOCK-3P-XS-NAV,Sneaker Socken 3er-Pack,XS,Navy,1,Nicht mehr benoetigt,Gutschrift,19.9,kundenretoure
RT-2026-5314,2026-01-15,freigegeben,eingegangen,AB-2026-14335,Eigener Shop,K-15458,Rechnungskauf,JOG-CL-M-NAV,Jogger Classic,M,Navy,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5315,2026-07-12,freigegeben,eingegangen,AB-2026-14343,Amazon,K-14052,PayPal,HOOD-CL-XS-NAV,Hoodie Classic,XS,Navy,1,Mangelhafte Qualitaet,Gutschrift,69.9,kundenretoure
RT-2026-5316,2026-04-30,freigegeben,eingegangen,AB-2026-14344,Eigener Shop,K-15860,Kreditkarte,TEE-BAS-S-WEI,T-Shirt Basic,S,Weiss,1,Zu klein,Gutschrift,29.9,kundenretoure
RT-2026-5317,2026-06-19,freigegeben,eingegangen,AB-2026-14348,Zalando,K-10488,Rechnungskauf,JOG-CL-XL-SCH,Jogger Classic,XL,Schwarz,1,Nicht mehr benoetigt,Gutschrift,64.9,kundenretoure
RT-2026-5318,2026-03-13,freigegeben,eingegangen,AB-2026-14350,Amazon,K-10559,Kreditkarte,HOOD-CL-L-NAV,Hoodie Classic,L,Navy,1,Zu klein,Gutschrift,69.9,kundenretoure
RT-2026-5319,2026-04-09,freigegeben,eingegangen,AB-2026-14354,Amazon,K-17715,Rechnungskauf,JOG-CL-L-SCH,Jogger Classic,L,Schwarz,1,Gefaellt nicht,Gutschrift,64.9,kundenretoure
RT-2026-5320,2026-04-04,freigegeben,eingegangen,AB-2026-14361,Zalando,K-11186,Rechnungskauf,KLEID-PR-L-SCH,Sommerkleid Print,L,Schwarz,1,,Sonstiges,79.9,nicht_abgeholt
RT-2026-5320,2026-04-04,freigegeben,eingegangen,AB-2026-14361,Zalando,K-11186,Rechnungskauf,KLEID-PR-XL-SCH,Sommerkleid Print,XL,Schwarz,1,,Sonstiges,79.9,nicht_abgeholt
